3149,MG_F_UNDEAD_KNIGHT_H,Grudge of Royal Knight,Grudge of Royal Knight,175,1696020,1,159672,132436,2,6180,2471,80,180,155,88,110,135,154,59,10,12,1,1,49,0x6203695,120,350,768,480,0,0,0,0,0,0,0,6609,500,6610,500,6608,100,1163,200,1145,100,0,0,0,0,0,0,0,0,4606,1
3150,MG_AMDARAIS_H,Amdarias,Amdarias,180,42900000,1,2291320,2416730,3,10580,4231,30,40,255,39,90,169,166,20,10,12,2,1,89,0x6283695,120,312,1200,432,0,0,0,0,0,0,0,616,5000,617,10000,6607,5000,607,10000,1186,1000,1004,10000,0,0,0,0,0,0,4602,1
3151,MG_CORRUPTION_ROOT_H,Corruption Root,Corruption Root,180,18200000,1,2199906,2008478,3,8133,8133,333,333,201,20,90,201,201,20,10,12,2,6,62,0x6280084,2000,576,672,480,0,0,0,0,0,0,0,616,5000,617,10000,6607,5000,607,10000,2854,1000,7566,10000,0,0,0,0,0,0,4604,1

SQL:
REPLACE INTO `mob_db2_re` VALUES (3139,'MG_ZOMBIE_H','Corrupted Steward','Corrupted Steward',160,271200,1,13332,17596,1,4728,1840,15,15,44,22,77,25,88,22,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,6609,200,6610,200,6608,20,938,2000,727,1000,0,0,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3140,'MG_WRAITH_H','Corrupted Monk','Corrupted Monk',163,200336,1,13998,18474,1,1998,799,80,200,16,26,30,115,79,5,10,12,2,1,89,0x3695,350,1816,576,240,0,0,0,0,0,0,0,6609,200,6610,200,6608,20,2206,200,731,200,747,1000,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3141,'MG_GHOUL_H','Grand Chamberlain in pain','Grand Chamberlain in pain',162,416200,1,14222,18772,1,5930,2371,30,30,88,44,88,21,95,44,10,12,1,1,49,0x3885,300,2456,912,504,0,0,0,0,0,0,0,6609,200,6610,200,6608,20,756,200,2609,200,7751,2000,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3142,'MG_ARCLOUSE_H','Maggot','Maggot',163,161622,1,22,28,1,2491,996,121,36,60,103,45,35,172,15,10,12,0,4,42,0x2003095,100,960,500,480,0,0,0,0,0,0,0,6609,200,6608,20,6610,200,1096,5000,997,200,6755,500,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3143,'MG_RAYDRIC_H','Corrupted Palace Guard','Corrupted Palace Guard',165,368160,1,16306,7638,2,6333,2533,89,15,159,87,66,33,106,27,10,12,1,1,47,0x3095,150,824,780,420,0,0,0,0,0,0,0,6609,200,6610,200,6608,20,7054,5000,985,100,2316,5,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3144,'MG_RAYDRIC_ARCHER_H','Wandering Archer','Wandering Archer',166,288740,1,14248,10314,14,7781,3113,63,40,53,24,40,15,156,30,10,12,1,1,47,0x2002085,200,1152,1152,480,0,0,0,0,0,0,0,6609,200,6610,200,6608,20,7054,5000,985,100,2330,5,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3145,'MG_KNIGHT_OF_ABYSS_H','Corrupted Knight of Abyss','Corrupted Abysmal Knight',172,451578,1,18584,18232,2,6400,2560,102,50,121,55,99,70,126,37,10,12,2,1,87,0x6203695,300,1000,500,1000,0,0,0,0,0,0,0,6609,500,6610,400,6608,100,1064,5000,1004,20,2341,5,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3146,'MG_KHALITZBURG_H','Suffering Khalitzburg','Suffering Khalitzburg',173,473702,1,17542,16128,2,5600,2240,125,10,121,142,55,81,105,32,10,12,2,1,29,0x6203695,350,0,1000,396,0,0,0,0,0,0,0,6609,500,6610,400,6608,100,985,100,1004,20,1110,600,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3147,'MG_BLOODY_KNIGHT_H','Bloody Knight','Bloody Knight',173,493502,1,20448,24070,2,3761,1504,122,300,132,55,89,151,137,45,10,12,2,1,87,0x6203695,250,828,528,192,0,0,0,0,0,0,0,6609,500,6610,400,6608,100,7054,5000,1160,200,1157,200,0,0,0,0,0,0,0,0);
REPLACE INTO `mob_db2_re` VALUES (3148,'MG_M_UNDEAD_KNIGHT_H','Agony of Royal Knight','Agony of Royal Knight',175,1900070,1,160018,148702,2,6641,2656,80,150,165,82,110,122,154,52,10,12,1,1,49,0x6203695,130,350,864,480,0,0,0,0,0,0,0,6609,500,6610,500,6608,100,1191,20,1163,200,1463,400,0,0,0,0,0,0,4605,1);
REPLACE INTO `mob_db2_re` VALUES (3149,'MG_F_UNDEAD_KNIGHT_H','Grudge of Royal Knight','Grudge of Royal Knight',175,1696020,1,159672,132436,2,6180,2471,80,180,155,88,110,135,154,59,10,12,1,1,49,0x6203695,120,350,768,480,0,0,0,0,0,0,0,6609,500,6610,500,6608,100,1163,200,1145,100,0,0,0,0,0,0,0,0,4606,1);
REPLACE INTO `mob_db2_re` VALUES (3150,'MG_AMDARAIS_H','Amdarias','Amdarias',180,42900000,1,2291320,2416730,3,10580,4231,30,40,255,39,90,169,166,20,10,12,2,1,89,0x6283695,120,312,1200,432,0,0,0,0,0,0,0,616,5000,617,10000,6607,5000,607,10000,1186,1000,1004,10000,0,0,0,0,0,0,4602,1);
REPLACE INTO `mob_db2_re` VALUES (3151,'MG_CORRUPTION_ROOT_H','Corruption Root','Corruption Root',180,18200000,1,2199906,2008478,3,8133,8133,333,333,201,20,90,201,201,20,10,12,2,6,62,0x6280084,2000,576,672,480,0,0,0,0,0,0,0,616,5000,617,10000,6607,5000,607,10000,2854,1000,7566,10000,0,0,0,0,0,0,4604,1);
