1251,KNIGHT_OF_WINDSTORM,Knight of Windstorm,Stormy Knight,92,630500,1,496560,302200,2,3480,1433,306,166,126,165,132,104,171,79,10,12,2,0,84,0x6283695,200,468,468,288,248280,23817,2500,2406,500,995,3000,1468,75,603,1500,617,2000,2621,100,2506,250,985,2280,5007,1,0,0,0,0,4318,1
1252,GARM,Garm,Hatii,98,1275500,1,455328,306900,3,2421,1733,173,103,122,153,135,116,146,72,10,12,2,2,81,0x6283695,400,608,408,336,227664,7036,1000,23817,2500,995,3000,7036,2750,1131,75,1256,250,1815,250,0,0,985,1989,984,1450,0,0,0,0,4324,1
1272,DARK_LORD,Dark Lord,Dark Lord,96,1190900,1,428544,279000,2,3935,2585,330,168,118,136,154,142,193,66,10,12,2,6,89,0x6283695,100,868,768,480,214272,23817,2500,5093,500,617,2000,1615,400,2004,50,1237,150,2334,150,2507,50,985,2571,5162,5,0,0,0,0,4168,1
1312,TURTLE_GENERAL,Turtle General,Turtle General,110,1442000,1,559872,748440,2,3169,2066,394,123,116,123,154,99,217,98,10,12,2,2,42,0x6283695,200,900,1000,500,279936,967,5500,23817,2500,617,2000,1529,4,1306,3,7480,100,1417,9,7070,2668,1141,40,658,1,0,0,0,0,4305,1
1373,LORD_OF_DEATH,Lord of Death,Lord of the Dead,94,603883,1,262272,172626,3,5351,1962,336,73,140,99,30,109,100,90,10,12,2,6,67,0x6283695,180,1446,1296,360,131136,23817,2500,732,5000,617,5000,7108,2668,1417,3,1230,5,2621,1,7109,5,1306,1,1529,1,0,0,0,0,4276,1
1389,DRACULA,Dracula,Dracula,75,350000,1,171864,122760,3,2454,1812,252,146,86,99,88,92,145,82,10,12,2,6,87,0x6283695,145,1290,1140,576,85932,23817,2500,732,5000,522,5000,607,2350,1473,3,1722,5,2507,8,2621,2,1557,2,0,0,0,0,0,0,4134,1
1418,DARK_SNAKE_LORD,Evil Snake Lord,Evil Snake Lord,105,1101000,1,432000,630000,3,2882,1986,314,185,122,172,107,135,235,88,10,12,2,2,68,0x6283695,200,588,816,420,216000,23817,2500,608,3500,985,5500,7169,2910,10020,2550,1471,40,5012,40,1474,250,7226,450,661,1000,0,0,0,0,4330,1
1492,INCANTATION_SAMURAI,Incantation Samurai,Samurai Specter,100,901000,1,451008,595080,3,2855,936,296,140,145,161,88,66,155,60,10,12,2,7,67,0x6283695,135,874,1344,576,225504,23817,2500,608,3500,985,5500,1165,1,985,1750,5096,250,607,2250,999,3153,13315,2000,1235,40,25629,2500,0,0,4263,1
1511,AMON_RA,Amon Ra,Amon Ra,69,1000900,1,120060,93960,3,2090,2052,213,123,86,89,120,131,101,92,14,12,2,7,62,0x6280084,170,854,2016,480,60030,23817,2500,608,3500,732,5500,5053,75,2615,25,7211,3880,985,1940,616,200,1552,5,607,1500,0,0,0,0,4236,1
1583,TAO_GUNKA,Tao Gunka,Tao Gunka,110,1252000,1,540000,720000,2,3757,1260,404,143,135,175,98,110,239,66,10,12,2,6,60,0x6283695,150,1020,288,144,270000,984,6000,23817,2500,505,6000,7300,2425,7067,2425,728,500,2296,200,504,1500,12738,100,2231,3,0,0,0,0,4302,1
1623,RSX_0806,RSX 0806,RSX-0806,100,1001000,1,432000,576000,1,3010,976,317,96,153,143,110,128,198,84,10,12,2,0,60,0x6283695,220,128,1104,240,216000,607,5500,5104,3500,23817,2500,7093,3000,1230,3,13017,1,617,500,7327,2500,1242,50,1531,20,0,0,0,0,4342,1
1630,BACSOJIN_,Bacsojin,White Lady,97,720500,1,400896,271440,3,1414,2036,210,178,118,244,98,126,246,102,10,12,2,7,64,0x6283885,130,576,960,480,200448,23817,2500,2513,2000,617,5000,1020,2750,603,2500,617,1500,7165,1500,0,0,2700,100,2234,5,25622,2500,12395,25,4372,1
1685,APOCALIPS_H,Vesper,Vesper,128,3802000,1,1755000,2250000,3,3668,4656,402,109,177,195,165,130,255,102,10,12,2,2,46,0x6283695,180,504,912,432,877500,23817,2500,603,5000,732,2000,7095,2500,7094,1500,617,500,2659,50,2660,50,2661,50,2662,50,0,0,0,0,4374,1
1688,LADY_TANEE,Lady Tanee,Lady Tanee,80,360000,1,183744,130500,14,1936,925,241,104,86,108,88,121,200,71,10,12,2,3,64,0x6280084,100,576,432,360,91872,23817,2500,12095,5000,732,5000,12090,2500,634,2000,12129,500,5116,500,985,2500,617,1000,1716,3000,0,0,0,0,4376,1
1708,THANATOS,Thanatos,Thanatos Phantom,99,1445660,1,779640,965277,3,4956,1671,364,35,100,129,30,86,247,32,10,12,2,6,88,0x6283695,120,115,816,504,389820,617,5500,23817,2500,732,2000,7444,500,2519,500,7450,2500,2342,2500,2412,2500,2515,500,2655,250,0,0,0,0,4399,1
1719,DETALE,Detale,Detardeurus,135,6005000,1,2808000,3420000,3,6108,2662,364,166,165,153,171,136,185,72,10,12,2,9,67,0x6283695,250,432,936,360,1404000,23817,2500,603,5000,732,2000,2649,500,2648,500,7444,2500,7451,1795,12080,500,1417,50,5002,250,0,0,0,0,4386,1
1734,KIEL_,Kiel D-01,Kiel D-01,125,2502000,1,1170000,1440000,3,4112,3580,314,232,166,187,155,141,199,180,10,12,1,0,47,0x6283695,130,1152,576,432,585000,617,5500,23817,2500,616,2000,7513,1500,617,1500,2651,500,2319,500,1618,250,1242,250,2650,500,0,0,0,0,4403,1
1751,RANDGRIS,Valkyrie Randgris,Valkyrie Randgris,141,3205000,1,1300000,2200000,3,7343,4412,588,506,196,131,125,276,401,156,10,12,2,8,86,0x6283695,100,576,576,480,650000,617,5500,23817,2500,616,2000,7510,3000,2357,300,2524,1000,2421,1000,2229,3000,7024,1500,0,0,0,0,0,0,4407,1
1768,GLOOMUNDERNIGHT,Gloom Under Night,Gloom Under Night,139,3005000,1,1404000,1800000,3,6592,2785,479,262,191,223,187,155,241,163,10,12,2,0,68,0x6283695,200,1344,2880,576,702000,23817,2500,617,5000,617,5000,7566,3500,7023,2000,7022,1000,616,25,2513,500,1377,50,0,0,0,0,0,0,4408,1
1779,KTULLANUX,Ktullanux,Ktullanux,98,2626000,1,621345,474971,3,3754,2680,129,78,85,126,30,125,177,112,10,12,2,2,81,0x6283695,400,432,840,216,310672,23817,2500,617,5000,617,5000,7562,4500,616,1500,2509,1500,2111,2500,617,2500,607,2500,13314,2000,0,0,0,0,4419,1
1785,ATROCE,Atroce,Atroce,113,1502000,1,702000,855000,2,2843,1503,316,176,121,165,135,99,213,113,10,12,2,2,67,0x6283695,150,576,600,240,351000,23817,2500,617,5000,617,5000,7563,3500,608,500,2621,500,617,2500,607,2500,5123,50,1175,50,0,0,0,0,4425,1
1832,IFRIT,Ifrit,Ifrit,146,6935000,1,4352400,4860000,3,8063,3389,436,218,180,201,156,190,199,77,10,12,2,0,83,0x6283695,130,212,384,360,2176200,23817,2500,617,5000,616,2000,994,6000,2677,1500,2678,50,2679,50,1471,1200,1133,1000,2345,100,0,0,0,0,4430,1
1871,FALLINGBISHOP,Fallen Bishop,Falling Bishop,138,5655000,1,1755000,1890000,1,4290,4636,274,382,186,165,95,226,273,86,10,12,1,6,47,0x6283695,150,432,432,360,877500,23817,2500,617,5000,617,5000,523,10000,1420,1000,2677,500,1422,1000,985,5432,1614,2000,6223,500,0,0,0,0,4441,1
1874,BEELZEBUB_,Beelzebub,Beelzebub,147,4805000,1,4582500,7050000,2,6666,4444,418,265,178,236,200,250,327,66,10,12,2,6,88,0x6283695,100,212,504,432,2291250,23817,2500,617,5500,12030,5500,7754,10000,2423,5000,1565,5000,2000,5000,2702,5000,6223,2500,607,10000,0,0,0,0,4145,5
1885,GOPINICH,Gopinich,Gopinich,97,1120500,1,428544,290.60,3,2584,1861,355,121,127,102,143,102,152,76,10,12,2,2,62,0x6283695,150,1536,864,432,214272,23817,2500,617,5000,617,5000,617,2000,2621,100,12080,500,1737,50,1417,3,7444,2500,5007,1,0,0,0,0,27162,1
1917,MOROCC_,Wounded Morroc,Wounded Morroc,151,5000000,1,2632500,3042000,2,4530,2880,425,65,165,185,200,245,270,89,10,12,2,6,87,0x6283695,100,312,624,432,1316250,23817,2500,617,5000,617,5000,5808,500,2374,2500,2375,2500,2433,2500,7799,4500,7798,4500,0,0,0,0,0,0,0,0
2068,BOITATA,Boitata,Boitata,93,1283990,1,44573,38975,2,1378,962,32,66,140,99,30,109,120,90,10,12,2,2,63,0x6283695,200,1152,1152,576,22286,23817,2500,617,5000,616,2000,7444,2500,1377,50,1422,50,607,250,985,500,984,500,1471,50,0,0,0,0,27126,1
2087,QUEEN_SCARABA,Queen Scaraba,Scaraba Queen,140,2441600,1,266643,212200,3,2834,1240,350,220,100,88,82,149,317,144,10,12,2,4,62,0x6283695,120,864,1000,360,133321,616,5500,616,5000,23817,2500,6326,3500,1191,500,2364,500,1196,200,18103,250,0,0,0,0,0,0,0,0,4507,1
2156,LEAK,Leak,Leak,94,1266000,0,236400,150060,1,3723,1284,280,128,100,125,30,85,186,55,10,12,2,6,47,0x6283695,150,151,288,360,118200,23817,2500,617,5000,617,5000,1422,5,617,1250,607,1250,15032,250,12738,1750,518,1250,969,1000,0,0,0,0,4520,1
2165,I_QUEEN_SCARABA,Gold Queen Scaraba,Gold Queen Scaraba,140,6441600,0,605110,612200,3,4889,6440,350,220,100,138,82,249,261,144,10,12,2,4,62,0x6283695,200,768,768,576,302555,12246,5000,23817,2500,616,5000,6326,2500,1191,350,2364,350,1196,200,18103,250,12539,500,12608,500,0,0,0,0,4509,1
2202,KRAKEN,Kraken,Kraken,124,5602800,0,983332,1922222,3,3823,1830,55,229,150,150,150,180,180,150,10,12,2,5,81,0x6283695,150,768,768,576,491666,23817,2500,617,5000,616,5000,962,2500,1422,250,1484,250,1131,250,2347,250,7444,2500,995,250,0,0,0,0,4525,1
2249,PYURIEL,Pyuriel,Angry Student Pyuriel,141,2205000,1,3000246,2400000,2,2515,1513,388,206,196,131,125,276,401,156,10,12,1,7,83,0x6283695,100,576,1380,360,1500123,12246,5000,23817,2500,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4578,1
2251,GIOIA,Gioia,Gioia,146,2507989,1,3006902,2607094,1,1105,2601,436,218,180,201,156,190,299,77,10,12,2,0,84,0x6283695,100,1344,2592,432,1503451,12246,5000,617,5000,23817,2500,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4576,1
2253,DAEHYON,Daehyon,General Daehyun,142,2500148,1,3003122,2548440,2,2710,1410,494,123,116,123,154,99,217,98,10,12,2,7,62,0x6283695,100,900,792,432,1501561,12246,5000,617,5000,23817,2500,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4574,1
2255,KADES,Kades,Dark Guardian Kades,143,2505000,1,1604000,2620000,1,2201,2001,479,262,191,223,187,155,362,163,10,12,2,0,67,0x6283695,100,900,648,480,802000,12246,5000,617,5000,23817,2500,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,0,0,4580,1
2362,N_AMON_RA,Nightmare Amon Ra,Amon Ra (Nightmare),145,2515784,1,3252974,2604174,3,4106,3201,367,301,86,89,120,131,101,92,14,12,2,7,62,0x6280084,170,854,2016,480,1626487,23817,2500,608,3500,732,5500,5053,150,2615,50,7211,7000,985,3800,616,400,0,0,607,3000,0,0,0,0,4652,1
3074,TIMEHOLDER,Time Holder,Time Holder,170,25000000,1,4582500,1938750,1,5250,2100,288,265,224,152,251,257,402,77,10,12,2,6,80,0x6283695,100,398,384,288,2291250,617,5000,23817,2500,22515,5000,1095,3000,2121,10,7054,3000,22515,3000,18874,20,16024,5,15089,3,0,0,0,0,4625,1
3633,EP16_2_VENOM_KIMERA,Venomous Chimera ,Toxic Enchanted Chimera,110,2800000,0,800000,400000,1,1951,2815,150,150,113,75,150,113,250,1,10,12,2,2,85,34094237,192,192,192,0,400000,23817,2500,617,5000,12246,5000,25156,1000,7444,100,617,100,603,500,607,50,6223,500,1447,50,0,0,0,0,27150,1
3741,MECHASPIDER,Mechaspider,Spider Chariot,158,9799123,1,3150895,2112795,1,7657,3062,394,123,116,123,154,99,217,98,10,12,2,0,40,0x6283885,250,768,0,0,1575447,23817,2500,0,0,0,0,28116,100,32013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27180,1
