//===== rAthena Script =======================================
//= Dungeon Quest System
//===== Author ===============================================
//= llchrisll
//===== Credits ==============================================
//= rAthena Dev Team for the Warper NPC, used the Map Cooardinates
//===== Current Version ======================================
//= 1.0
//===== Changelog ============================================
//= 1.0 - Initial Release
//===== Compatible With ======================================
//= rAthena SQL 09/26-2015 Revision and later
//===== Tested With ==========================================
//= rAthena SQL 09/26-2015 Revision
//===== Description ==========================================
//= Additional EXP Bonus (in Percent) based on Dungeon's Difficulty
//  - Difficulties: Easy, Medium, Hard
//  - EXP Rates: 50%, 100%, 150% (changeable)
//= Dungeon Warp Service
//  - Warp to the Entrance only
//= Party Settings dynamically changeable
//  - Quantity of Parties in each Dungeon
//= Party Join Feature
//  - Requesting to join an existing Party, on accept the Leader can decide
//    to which member the applicant will be warped to
//= Dungeon Rewards:
//  - Regular Dungeon Points (On/Off Function)
//    Base Points*Difficulty of Dungeon
//  - MvP Dungeon Points (On/Off Function)
//    Per slain MvP, you gain "x" Points (changeable)
//    Custom Character Permanent Variable for Exchanger 
//  - Dungeon Points Exchanger
//= Quests per Dungeons
//  - Each Dungeon can have an infinite amount of quests
//===== Comments =============================================
//= ...
//===== ToDO =============================================
//= Spliting Glastheim Dungeon into 6 seperate Entries:
//  Glastheim - Castle, Glastheim - Church, Glastheim - Culvert, Glastheim - Prison, Glastheim - Cave, Glastheim - Chivalry
//= Adding the possibility to use a different level requirement for each "floor"
//============================================================
/*
CREATE TABLE IF NOT EXISTS `dqs_list` (
 `dg_id` int(10) unsigned NOT NULL,
 `quest_id` int(10) unsigned default '2',
 `quest_type` tinyint(3) unsigned default '1',
 `mob_id` int(10) unsigned default '0',
 `mob_am` int(12) unsigned default '0',
 `item_id` int(10) unsigned default '0',
 `item_am` int(10) unsigned default '0',
 `reward_id` int(10) unsigned default '0',
 `reward_am` int(10) unsigned default '0',
 `status` tinyint(3) unsigned default '2',
 ) ENGINE=MyISAM;
 
 CREATE TABLE IF NOT EXISTS `dqs_party` (
 `dg_id` int(10) unsigned,
 `pty_id` int(10) unsigned default '0',
 `char_id` int(10) unsigned default '0',
 `start` int(10) unsigned default '1',
 `quest_id` int(10) unsigned NOT NULL,
 `mob_id` int(10) unsigned default '0',
 `mob_am` int(12) unsigned default '0',
 `req_am` int(12) unsigned default '0',
 `complete` tinyint(3) unsigned default '0'
 ) ENGINE=MyISAM;
 
CREATE TABLE IF NOT EXISTS `dqs_dungeon` (
 `dg_id` int(10) unsigned NOT NULL,
 `name` varchar(255) default 'Unknown Dungeon',
 `difficulty` int(10) unsigned NOT NULL default '1',
 `req_level` int(10) unsigned NOT NULL default '1',
 `pty_limit` int(5) unsigned default '0',
 `floor` tinyint(3) unsigned NOT NULL default '1',
 `map_name` varchar(255) default 'prontera',
 `map_x` int(10) unsigned default '0',
 `map_y` int(10) unsigned default '0',
 `repeat` int(5) unsigned default '0',
 `status` tinyint(3) unsigned default '2',
 `renewal` tinyint(3) unsigned default '0'
) ENGINE=MyISAM;

CREATE TABLE IF NOT EXISTS `dqs_app` (
 `pty_id` int(10) unsigned default '0',
 `app_id` int(10) unsigned default '0',
 `name` varchar(255) default 'Unknown Player',
 `level` varchar(255) default '1/1',
 `class` int(10) unsigned default '0'
) ENGINE=MyISAM;

CREATE TABLE IF NOT EXISTS `dqs_pending` (
 `char_id` int(10) unsigned NOT NULL,
 `item_id` int(10) unsigned default '501',
 `item_am` int(10) unsigned default '0'
) ENGINE=MyISAM;

 // === Dungeon Data ===
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '1' , 'Abyss Lakes' , '3' , '70' , '3' , '1' , 'abyss_01' , '261' , '272' , '3' , '2' , '1');
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '6' , 'Bio Labratory' , '3' , '70' , '3' , '3' , 'lhz_dun03' , '140' , '134' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '6' , 'Bio Labratory' , '3' , '70' , '3' , '4' , 'lhz_dun04' , '244' , '52' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '7' , 'Brasilis Dungeon' , '3' , '70' , '3' , '1' , 'bra_dun01' , '87' , '47' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '7' , 'Brasilis Dungeon' , '3' , '70' , '3' , '2' , 'bra_dun02' , '262' , '262' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '1' , 'iz_dun00' , '168' , '168' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '2' , 'iz_dun01' , '253' , '252' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '3' , 'iz_dun02' , '236' , '204' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '4' , 'iz_dun03' , '32' , '63' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '5' , 'iz_dun04' , '26' , '27' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '8' , 'Byalan Dungeon' , '2' , '45' , '3' , '6' , 'iz_dun05' , '141' , '187' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '9' , 'Clock Tower' , '2' , '55' , '3' , '1' , 'c_tower1' , '199' , '159' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '9' , 'Clock Tower' , '2' , '55' , '3' , '2' , 'c_tower2' , '148' , '283' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '9' , 'Clock Tower' , '2' , '55' , '3' , '3' , 'c_tower3' , '65' , '147' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '9' , 'Clock Tower' , '2' , '55' , '3' , '4' , 'c_tower4' , '56' , '155' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '10' , 'Aldebaran Dungeon' , '2' , '65' , '3' , '1' , 'alde_dun01' , '297' , '25' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '10' , 'Aldebaran Dungeon' , '2' , '65' , '3' , '2' , 'alde_dun02' , '127' , '169' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '10' , 'Aldebaran Dungeon' , '2' , '65' , '3' , '3' , 'alde_dun03' , '277' , '178' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '10' , 'Aldebaran Dungeon' , '2' , '65' , '3' , '4' , 'alde_dun04' , '268' , '74' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '11' , 'Coal Mines' , '2' , '50' , '3' , '1' , 'mjo_dun01' , '52' , '17' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '11' , 'Coal Mines' , '2' , '50' , '3' , '2' , 'mjo_dun02' , '381' , '343' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '11' , 'Coal Mines' , '2' , '50' , '3' , '3' , 'mjo_dun03' , '302' , '262' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '12' , 'Prontera Culvert' , '1' , '15' , '3' , '1' , 'prt_sewb1' , '131' , '247' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '12' , 'Prontera Culvert' , '1' , '15' , '3' , '2' , 'prt_sewb2' , '19' , '19' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '12' , 'Prontera Culvert' , '1' , '15' , '3' , '3' , 'prt_sewb3' , '180' , '169' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '12' , 'Prontera Culvert' , '1' , '15' , '3' , '4' , 'prt_sewb4' , '100' , '92' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '13' , 'Cursed Abbey' , '3' , '70' , '3' , '1' , 'abbey01' , '51' , '14' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '13' , 'Cursed Abbey' , '3' , '70' , '3' , '2' , 'abbey02' , '150' , '11' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '13' , 'Cursed Abbey' , '3' , '70' , '3' , '3' , 'abbey03' , '120' , '10' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '14' , 'Dewata Dungeon' , '3' , '90' , '3' , '1' , 'dew_dun01' , '285' , '160' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '14' , 'Dewata Dungeon' , '3' , '90' , '3' , '2' , 'dew_dun02' , '299' , '29' , '3' , '2' , '3' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '15' , 'Einbroch Dungeon' , '2' , '55' , '3' , '1' , 'ein_dun01' , '22' , '14' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '15' , 'Einbroch Dungeon' , '2' , '55' , '3' , '2' , 'ein_dun02' , '292' , '290' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '16' , 'Gefenia' , '3' , '70' , '3' , '1' , 'gefenia01' , '40' , '103' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '16' , 'Gefenia' , '3' , '70' , '3' , '2' , 'gefenia02' , '203' , '34' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '16' , 'Gefenia' , '3' , '70' , '3' , '3' , 'gefenia03' , '266' , '168' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '16' , 'Gefenia' , '3' , '70' , '3' , '4' , 'gefenia04' , '130' , '272' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '17' , 'Geffen Dungeon' , '2' , '55' , '3' , '1' , 'gef_dun00' , '104' , '99' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '17' , 'Geffen Dungeon' , '2' , '55' , '3' , '2' , 'gef_dun01' , '115' , '236' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '17' , 'Geffen Dungeon' , '2' , '55' , '3' , '3' , 'gef_dun02' , '106' , '132' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '17' , 'Geffen Dungeon' , '2' , '55' , '3' , '4' , 'gef_dun03' , '203' , '200' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '1' , 'gl_cas01' , '199' , '29' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '2' , 'gl_cas02' , '104' , '25' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '3' , 'gl_knt01' , '150' , '15' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '4' , 'gl_knt02' , '157' , '287' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '5' , 'gl_chyard' , '147' , '15' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '6' , 'gl_sew01' , '258' , '255' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '7' , 'gl_sew02' , '108' , '291' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '8' , 'gl_sew03' , '171' , '283' , '3' , '2' , '1' );
INSERT INTO `dqs_dungeon` ( `dg_id` , `name` , `difficulty` , `req_level` , `pty_limit` , `floor` , `map_name` , `map_x` , `map_y` , `repeat` , `status` , `renewal` ) VALUES ( '18' , 'Glastheim Dungeon' , '2' , '60' , '3' , '9' , 'gl_sew04' , '68' , '277' , '3' , '2' , '1' );
